@relation ./files/finalDataSetTrimmed.csv
@attribute Pick integer
@attribute Pos { C, SG, FC, G, F, SF, PF, PG, GF }
@attribute HT integer
@attribute WT integer
@attribute Age integer
@attribute League { NCAA, INTERNATIONAL, GLEAGUE }
@attribute GP integer
@attribute GS integer
@attribute MIN real
@attribute FGM real
@attribute FGA real
@attribute FG_percent real
@attribute 3PM real
@attribute 3PA real
@attribute 3P_percent real
@attribute FTM real
@attribute FTA real
@attribute FT_percent real
@attribute OFF real
@attribute DEF real
@attribute TRB real
@attribute AST real
@attribute STL real
@attribute BLK real
@attribute PF real
@attribute TOV real
@attribute PTS real
@attribute TS_percent real
@attribute eFG_percent real
@attribute ORB_percent real
@attribute DRB_percent real
@attribute TRB_percent real
@attribute AST_percent real
@attribute TOV_percent real
@attribute STL_percent real
@attribute BLK_percent real
@attribute USG_percent real
@attribute Total_S_percent real
@attribute PPR real
@attribute PPS real
@attribute ORtg real
@attribute DRtg real
@attribute PER real
@data
22,PF,211,113,20,NCAA,70,70,28.5,5.87,11.17,0.526,0.33,0.9,0.365,2.89,3.91,0.737,3.13,4.74,7.87,1.31,1.06,1.49,1.97,1.39,14.96,0.574,0.54,12.01,18.52,15.24,9.87,9.61,2.09,5.34,24.22,162.79,-1.66,1.34,120.8,95.1,24.9
23,SF,198,98,20,NCAA,76,31,27,3.41,6.87,0.496,0.11,0.51,0.205,3.26,4.68,0.697,2.13,4.14,6.28,1.5,0.95,0.95,2.45,1.36,10.18,0.56,0.504,9.81,18,14.03,10.54,12.97,2.15,3.8,20.21,139.79,-1.33,1.48,118.1,87.6,19.88
24,PG,185,89,19,NCAA,39,39,33.9,3.46,8.31,0.417,1.21,3.18,0.379,3.69,4.15,0.889,0.49,3.03,3.51,5.56,1.51,0.08,1.18,1.95,11.82,0.575,0.489,1.81,9.9,6.11,27.45,15.93,2.7,0.22,18.71,168.46,5.15,1.42,124.9,98.2,19.25
25,F,208,108,21,NCAA,65,57,30.7,4.97,10.06,0.494,0.63,2.05,0.308,3.11,4.51,0.689,2.37,4.57,6.94,1.35,1,0.69,2.62,2.22,13.68,0.56,0.525,8.7,15.51,12.24,8.83,15.37,1.88,2.16,22.97,149.16,-4.07,1.36,109.2,98.3,18.26
26,C,213,100,20,INTERNATIONAL,52,15,11.2,1.46,2.58,0.567,0,0,0,0.79,1.19,0.661,1.42,1.5,2.92,0.52,0.37,0.71,2.23,0.54,3.71,0.598,0.567,15.96,16.84,16.4,7.93,14.79,1.87,6.99,15.79,122.85,-1.81,1.44,122.3,95.1,17.56
27,SF,201,111,22,NCAA,123,90,29.5,4.15,7.95,0.521,0.29,0.96,0.305,2.68,3.48,0.771,1.48,4.98,6.46,1.4,1.15,1.1,2.41,1.57,11.27,0.587,0.54,7.03,21.43,14.58,12.25,14.04,2.59,4.55,22.69,159.76,-2.4,1.42,112.3,89,21.59
28,G,198,86,21,NCAA,99,98,34.7,5.65,13.34,0.423,2.56,7.22,0.354,4.53,5.3,0.853,0.69,4.1,4.79,2.42,1.93,0.93,2.16,1.7,18.37,0.579,0.519,2.52,13.98,8.45,15.01,9.66,3.43,3.43,27.48,163.03,-0.24,1.38,118.6,98.1,24.62
29,PF,211,91,20,NCAA,16,16,28.1,3.38,7.06,0.478,0.06,0.06,1,2.5,4.44,0.563,2.25,4.62,6.88,1.12,1.69,2.06,2.5,2.19,9.31,0.508,0.482,9.28,17.53,13.58,7.83,19.26,3.63,8.45,20.52,204.13,-5.06,1.32,96.8,79.9,17.74
30,PF,206,113,19,NCAA,36,36,30.9,4.19,8.92,0.47,0.61,1.47,0.415,2.56,4.08,0.626,3.39,5.81,9.19,1.42,1.28,0.89,2.89,1.25,11.56,0.532,0.505,12.26,20.99,16.63,9.06,10.33,2.46,3.3,19.68,151.13,-0.96,1.3,116.3,96.1,20.68
31,GF,201,104,20,GLEAGUE,1,1,39,7,23,0.304,2,10,0.2,5,9,0.556,1,7,8,2,4,2,4,3,21,0.389,0.348,2.05,23.28,10.15,10.09,10.01,4.76,4.83,30.43,105.99,-4.16,0.91,78.9,103,11.71
32,F,201,109,21,NCAA,112,75,26.4,4.76,8.12,0.586,0.1,0.36,0.275,1.94,3.63,0.533,2.62,4.31,6.94,0.91,0.81,1.05,1.91,1.29,11.55,0.586,0.592,11.14,18.48,14.79,7.28,11.54,1.84,4.43,21.02,139.39,-2.54,1.42,119,87.8,22.65
33,PF,203,107,20,NCAA,65,65,33.8,5.58,10.78,0.518,0.02,0.22,0.071,2.86,4.28,0.669,2.71,6.14,8.85,1.17,0.77,3.34,2.38,2.75,14.05,0.548,0.519,8.9,18.82,14.03,7,17.69,1.31,9.38,22.35,125.83,-5.53,1.3,103.1,93.5,19.42
34,GF,201,102,22,NCAA,144,102,29.2,3.6,8.4,0.428,1.51,3.75,0.404,2.14,2.85,0.751,0.95,3.83,4.78,1.6,0.68,0.16,1.78,1.58,10.85,0.556,0.518,3.87,15.39,9.67,11.3,13.96,1.4,0.6,20.01,158.3,-1.78,1.29,110.8,99.1,15.37
35,C,211,113,21,INTERNATIONAL,52,4,10.8,2.1,3.19,0.657,0,0,0,0.85,1.21,0.698,1.13,1.94,3.08,0.37,0.35,0.52,1.62,0.69,5.04,0.676,0.657,14.92,22.26,18.84,5.44,15.67,1.72,4.86,19.27,135.5,-4.14,1.58,125.7,105.2,20.92
36,PF,206,116,23,NCAA,142,139,22.1,2.88,5.15,0.56,0,0.01,0,1.61,2.36,0.681,1.96,3.27,5.23,0.6,0.54,1.73,2.64,1.15,7.37,0.588,0.56,10.2,16.75,13.5,5.44,15.48,1.51,9.55,17.4,124.01,-3.52,1.43,115,91.4,19.2
37,F,208,109,21,NCAA,95,64,26.5,4.24,7.66,0.554,0.32,0.89,0.353,2.66,3.82,0.697,2.63,4.23,6.86,0.65,0.79,2.57,2.45,1.51,11.46,0.605,0.574,11.5,18.56,15.02,5.88,13.7,1.84,10.99,21.85,160.35,-4.12,1.5,117,91.4,24.63
38,SG,198,100,22,NCAA,132,112,26.8,3.72,8.52,0.436,1.58,4.31,0.367,2.42,3.24,0.748,0.54,2.49,3.03,1.88,1.33,0.36,2.07,1.56,11.45,0.569,0.529,2.38,10.56,6.56,15.41,13.43,2.97,1.48,22.18,155.14,-1.15,1.34,113,96.6,17.75
39,F,198,91,19,INTERNATIONAL,34,5,17.3,2.82,5.59,0.505,0.06,0.59,0.1,1.53,2.29,0.667,1.53,2.62,4.15,0.82,0.5,0.44,1.74,1.26,7.24,0.548,0.511,9.68,19.07,14.04,8.65,16.09,1.53,2.84,20.82,127.19,-4.09,1.29,105.8,101.1,17.62
40,G,196,91,21,NCAA,136,109,28.2,3.37,7.4,0.455,0.72,2.27,0.317,1.75,2.31,0.758,0.85,2.37,3.22,1.81,1.08,0.65,2.21,1.54,9.21,0.542,0.504,3.61,10.01,6.81,13.78,15.32,2.42,2.54,18.85,153.04,-1.24,1.24,109.3,99.8,15.24
41,SF,193,95,22,NCAA,139,123,32.2,3.71,8.24,0.45,1.93,5,0.386,1.2,1.55,0.777,0.99,4.94,5.92,1.85,0.67,0.51,1.67,0.97,10.54,0.587,0.567,3.88,17.96,11.2,11.17,9.77,1.32,1.63,16.99,161.21,0.86,1.28,120.7,101.4,17.16
42,G,193,86,22,NCAA,97,95,36,5.82,12.85,0.453,1.81,5.01,0.362,4.34,5.58,0.778,0.64,3.3,3.94,3.11,1.06,0.05,2.23,2.43,17.8,0.575,0.524,2.33,11.42,6.99,21.6,13.57,1.85,0.15,27.85,159.38,-1.03,1.39,112.2,109.4,19.89
43,G,188,82,22,NCAA,132,115,32.8,5.89,13.02,0.453,2.18,5.6,0.39,3.48,3.93,0.886,0.64,2.96,3.61,2.66,0.98,0.06,1.47,1.67,17.45,0.586,0.537,2.36,9.96,6.32,16.53,10.11,1.73,0.19,25.28,172.89,0.29,1.34,121.2,106.4,21.15
44,G,193,95,20,NCAA,79,78,28.6,2.81,7.56,0.372,0.87,2.38,0.367,3.61,4.65,0.777,0.57,2.13,2.7,3.77,0.77,0.22,2.39,2.19,10.1,0.517,0.43,2.43,8.13,5.44,24.78,18.32,1.66,0.79,21.33,151.54,1.16,1.34,109.8,96.9,14.21
45,G,193,86,22,NCAA,127,107,34.1,5.58,12.98,0.43,2.56,6.36,0.402,3.43,4.34,0.789,0.31,2.24,2.55,2.43,0.72,0.24,1.5,2.55,17.15,0.57,0.529,1.17,7.74,4.61,16.82,14.5,1.33,0.78,28.72,162.19,-2.86,1.32,106.7,110.7,17.8
46,SG,191,98,22,NCAA,141,83,25.2,3.57,7.73,0.461,0.79,2.51,0.314,1.84,2.46,0.746,0.41,2.6,3.01,1.5,1.12,0.4,2.04,1.28,9.76,0.548,0.512,1.9,11.57,6.82,11.27,12.55,2.61,1.72,20.41,152.14,-1.06,1.26,108.1,99.4,15.75
47,C,208,115,22,INTERNATIONAL,44,18,18.2,3.41,5.27,0.647,0.02,0.05,0.5,3,4.52,0.663,2,4.07,6.07,0.5,0.45,0.75,1.93,1.11,9.84,0.677,0.649,15.14,27.8,21.8,5.04,13.29,1.37,4.31,22.28,180.99,-4.4,1.87,128.6,99,24.5
48,C,213,116,19,NCAA,78,18,15.2,2.06,3.85,0.537,0,0,0,1.64,2.94,0.559,1.87,2.4,4.27,0.51,0.29,0.76,1.9,0.86,5.77,0.55,0.537,15.05,17.25,16.22,6.86,14.08,1.2,5.2,20.51,109.56,-3.47,1.5,115.4,90.5,19.77
49,F,206,100,22,NCAA,140,119,28.1,4.22,8.15,0.518,0.44,1.55,0.281,4.41,5.71,0.772,2.06,4.38,6.44,1.36,1.06,0.61,1.56,1.5,13.29,0.612,0.545,8.35,17.27,12.87,10.1,12.13,2.25,2.36,22.08,157.16,-2.1,1.63,124.6,97.1,23.47
50,GF,201,81,21,INTERNATIONAL,27,1,9.1,1.15,2.81,0.408,0.63,1.93,0.327,0.19,0.33,0.556,0.22,0.85,1.07,0.37,0.41,0,0.74,0.26,3.11,0.525,0.52,3.46,11.38,7.72,6.53,8.05,2.57,0,17.93,129.04,-0.14,1.11,107.4,99.3,11.61
51,G,193,84,21,NCAA,84,67,31.4,5.88,12.69,0.463,3.1,7.17,0.432,3.76,4.44,0.847,0.58,2.9,3.49,2.35,1.02,0.19,1.93,1.8,18.62,0.629,0.585,2.13,10.33,6.28,15.87,10.83,1.89,0.61,26.55,174.25,-0.72,1.47,125.2,110.5,23.68
52,C,218,132,19,GLEAGUE,27,2,7.1,0.59,1.44,0.41,0,0,0,0.37,0.63,0.588,0.52,0.89,1.41,0.11,0.11,0.07,1.59,0.48,1.56,0.452,0.41,8.34,13.87,11.15,2.15,21.86,0.76,0.83,13.47,99.85,-5.79,1.08,85.8,111.1,2.93
53,SF,196,91,23,NCAA,130,78,28.1,3.12,6.55,0.477,0.16,0.84,0.193,1.88,2.77,0.681,1.24,3.99,5.23,2.3,1.52,1.33,2.83,1.67,8.29,0.527,0.489,4.84,15.33,10.14,16.05,17.51,3.21,5,17.21,135.03,-0.48,1.27,104.3,95.7,16.77
54,SF,203,98,22,INTERNATIONAL,60,18,16.7,1.78,4.17,0.428,0.78,2.3,0.341,0.62,0.83,0.74,1.28,2.08,3.37,0.5,0.37,0.07,0.78,0.57,4.97,0.548,0.522,10.4,17.92,14.05,5.32,11.11,1.31,0.48,15.11,150.86,-1.54,1.19,118,111.8,13.08
55,FC,206,110,23,NCAA,111,80,25.2,3.84,6.92,0.555,0.09,0.42,0.213,2.24,3.37,0.666,3.07,4.86,7.94,0.24,0.44,1.78,2.48,1.87,10.01,0.587,0.561,13.48,20.77,17.18,1.96,18.03,0.99,6.89,19.79,143.32,-6.38,1.45,109.3,96.3,19.24
56,F,198,104,22,NCAA,130,120,26.6,4.35,7.79,0.559,0,0.07,0,1.36,2.44,0.558,2.52,4.4,6.92,1.39,1.25,1.09,1.63,1.69,10.07,0.562,0.559,11.77,18.53,15.32,11.08,15.9,2.91,4.7,21.04,111.71,-2.95,1.29,110.3,89.5,21.47
57,PG,196,91,21,INTERNATIONAL,49,28,21.3,2.71,6.57,0.413,0.69,2.27,0.306,1.08,1.67,0.646,0.18,2.12,2.31,3.16,0.84,0,1.82,1.76,7.2,0.493,0.466,1.12,12.44,6.89,27.07,19.37,2.19,0,20.72,136.57,1.73,1.1,97.6,112.9,11.29
58,GF,198,91,21,NCAA,107,67,22.3,2.66,5.77,0.462,0.2,0.74,0.266,1.22,2.25,0.544,1.43,2.95,4.38,2.74,1.2,0.34,1.96,1.68,6.75,0.494,0.479,7.01,14.21,10.64,20.95,19.75,3.06,1.59,18.19,127.13,0.61,1.17,102.1,96.2,15.15
59,F,208,95,20,INTERNATIONAL,48,7,13,1.67,3.96,0.421,0.71,2.1,0.337,0.88,1.48,0.592,1,1.83,2.83,0.42,0.54,0.52,1.88,0.54,4.92,0.533,0.511,9.66,17.56,13.63,5.52,10.52,2.38,4.38,19.2,134.92,-2.14,1.24,110.6,93.3,15.03
60,PF,203,91,22,INTERNATIONAL,25,20,19.5,2.96,5.48,0.54,0.56,1.44,0.389,1.96,2.76,0.71,1,3.28,4.28,1.64,0.68,0.52,1.88,1.52,8.44,0.63,0.591,6.88,22.29,14.63,15.07,18.5,1.92,2.96,20.28,163.92,-2.22,1.54,112.9,92.5,17.21
61,PG,185,82,22,NCAA,143,99,28.2,3.73,8.62,0.433,1.65,4.4,0.375,1.87,2.18,0.856,0.37,2.28,2.65,3.56,1.06,0.06,1.85,1.41,10.99,0.569,0.529,1.59,9.21,5.51,23.58,12.76,2.23,0.21,20.11,166.41,3.39,1.27,120.8,101,17.89
