Pos,HT,WT,Age,League,GS,FGA,FG%,3PA,3P%,FTA,FT%,TRB,AST,STL,BLK,PF,TOV,PTS,TS%,eFG%,ORB%,DRB%,TRB%,TOV%,STL%,BLK%,Total S %,PPR,ORtg,DRtg,Pick
G,193cm,91kg,21,NCAA,54,7.1,0.444,5.2,0.432,1.56,0.854,3.53,1.12,0.93,0.1,1.57,1.21,9.88,0.63,0.602,2.93,13.8,8.45,13.35,2.3,0.45,173.03,-1.89,121.3,91.5,61
SF,201cm,84kg,22,GLEAGUE,35,8.37,0.403,3.55,0.321,2.44,0.781,6.49,2.28,1.22,0.76,3.03,1.86,9.97,0.518,0.471,4.02,22.31,13.18,16.45,2.17,2.43,150.5,-1.27,100.4,103.9,61
G,196cm,95kg,22,NCAA,86,8.79,0.429,3.05,0.336,3.3,0.684,4.03,2.32,0.94,0.25,2.14,1.82,10.82,0.523,0.487,4.61,13.17,9.04,14.95,2.24,1,144.91,-1.08,105,96.5,61
F,208cm,100kg,23,NCAA,0,2.61,0.427,1.41,0.328,0.67,0.656,1.75,0.39,0.15,0.04,0.87,0.38,3.14,0.535,0.516,6.89,14.86,11.02,11.45,0.95,0.42,141.2,-1.29,112.8,98.1,61
GF,198cm,91kg,23,NCAA,115,10.96,0.487,1.52,0.314,6.04,0.813,6.45,1.12,1.26,0.29,2.33,1.86,16.06,0.581,0.509,8.2,15.18,11.64,11.86,2.28,1.03,161.32,-3.34,117.6,106.4,61
F,203cm,98kg,20,NCAA,58,9.12,0.54,0.18,0.333,6.1,0.604,7.87,1.48,1.01,0.88,3.12,2.37,13.6,0.566,0.543,11.4,21.5,16.83,16.49,2.3,3.51,147.73,-5.19,107.6,90.3,61
F,201cm,98kg,23,NCAA,65,9.72,0.508,2.2,0.392,3.08,0.715,5.94,1.43,0.92,0.71,2.57,1.75,12.94,0.578,0.552,9.25,13.6,11.49,13.56,1.83,2.72,161.45,-2.62,114.3,93.2,61
F,201cm,103kg,23,NCAA,125,6.94,0.47,0.6,0.25,2.34,0.603,4.89,1.61,0.91,0.29,1.83,1.49,8.08,0.502,0.481,8.72,10.79,9.76,15.61,1.99,1.09,132.26,-1.51,105,95.2,61
SG,193cm,85kg,22,NCAA,71,7.1,0.43,4.22,0.364,2.67,0.738,2.17,1.32,0.94,0.09,1.5,1.15,9.61,0.574,0.538,1.64,10,5.93,12.08,2.58,0.47,153.15,-1.25,113.2,94.5,61
F,206cm,104kg,20,NCAA,81,7.14,0.519,0.72,0.382,3.62,0.724,5.37,0.75,0.58,0.62,2.86,1.54,10.31,0.582,0.538,8.63,17.04,12.97,14.79,1.39,2.68,162.54,-4.14,114.2,91.4,61
F,203cm,113kg,23,NCAA,103,11.69,0.475,3.07,0.303,4.15,0.746,6.8,2.84,1.63,0.48,2.67,2.59,15.14,0.554,0.515,8.31,17.19,12.59,15.95,3.11,1.81,152.49,-2.22,108.9,98.2,61
PF,203cm,104kg,22,NCAA,83,4.47,0.535,0.02,0,1.7,0.624,5.61,0.54,0.65,1.55,2.51,1.03,5.84,0.554,0.535,7.74,17.86,12.95,16.33,1.53,6.65,115.88,-2.64,108,94.6,61
G,191cm,88kg,23,NCAA,85,10.91,0.468,3.95,0.406,5.05,0.802,4.27,2.7,1.24,0.23,1.78,2.05,15.85,0.595,0.541,3.03,15.3,9.35,13.38,2.69,0.89,167.48,-0.93,116,105.4,61
PF,208cm,111kg,23,NCAA,40,2.85,0.522,0.44,0.23,0.86,0.731,3.31,0.3,0.23,0.64,1.72,0.48,3.7,0.568,0.539,11.22,21.96,16.66,12.8,1.19,5.86,148.22,-2.37,116.6,94.6,61
G,191cm,94kg,23,NCAA,87,9.33,0.416,4.5,0.365,2.82,0.744,3.82,2.84,1.06,0.23,1.62,1.95,11.51,0.54,0.505,1.81,12.49,7.29,15.47,2.17,0.83,152.59,-0.21,107.6,96.8,61
C,211cm,100kg,23,NCAA,48,6.52,0.54,0,0,3.34,0.647,5.52,0.75,0.52,0.95,1.62,1.5,9.2,0.567,0.54,12.02,20.22,16.48,15.62,1.49,6.04,118.68,-5.21,109.2,91,61
SF,198cm,95kg,22,NCAA,74,10.75,0.406,4.44,0.317,4.51,0.749,4.01,1.75,0.77,0.62,2.65,2.49,13.51,0.524,0.471,3,14.73,9.02,16.22,1.75,2.73,147.15,-5.05,98.2,100.4,61
G,198cm,93kg,21,NCAA,56,8.51,0.428,3.12,0.33,3.72,0.723,4.45,1.47,0.86,0.55,1.35,1.33,11,0.535,0.488,6.52,14.32,10.34,11.46,2.04,2.44,148.1,-1.37,111.6,98.1,61
C,213cm,111kg,23,NCAA,47,3.21,0.462,0.03,0.333,1.39,0.428,2.29,0.58,0.31,0.86,2.2,0.88,3.58,0.461,0.464,7.71,12.63,10.15,18.49,1.42,6.79,122.31,-3.78,89.6,101.3,61
C,208cm,159kg,23,NCAA,70,6.45,0.591,0.01,0,4.44,0.613,5.32,0.73,0.85,0.76,3.24,1.79,10.35,0.604,0.591,16.34,16.03,16.18,17.33,2.63,4.22,120.42,-6.81,113,94.4,61
G,180cm,84kg,23,NCAA,118,9.83,0.427,0.84,0.287,4.87,0.705,3.33,4.83,1.09,0.05,1.57,2.09,12.08,0.497,0.44,1.9,10.73,6.03,14.66,2.06,0.17,141.99,3.61,108.3,103.1,61
C,213cm,113kg,21,NCAA,9,5.93,0.506,0.02,0,2.93,0.442,5.83,0.37,0.32,3.02,2.27,1.12,7.29,0.498,0.506,9.62,22.8,16.27,13.29,0.96,15.81,94.78,-4.42,99.2,87.7,61
G,188cm,86kg,22,NCAA,110,9.31,0.503,3.82,0.348,4.5,0.838,3.74,2.93,2.34,0.12,3.06,2.19,14.46,0.631,0.574,3.17,12.57,7.79,16.07,4.44,0.49,168.87,-0.76,119.6,98.3,61
PF,206cm,91kg,20,NCAA,6,2.98,0.548,0.06,0,1.04,0.373,2.69,0.06,0.24,0.88,1.67,0.69,3.65,0.526,0.548,11.54,19.24,15.3,16.65,1.43,9.41,92.05,-6.32,97.3,90.8,61
PF,208cm,109kg,19,NCAA,32,11.7,0.56,0.09,0.333,9,0.67,11.76,4.79,1.97,0.82,2.79,3.36,19.15,0.6,0.561,9.64,26.8,18.2,17.4,3.09,2.45,156.3,-0.47,117.2,97.4,1
SF,201cm,86kg,18,NCAA,34,13.44,0.442,5.42,0.41,4.72,0.682,6.78,1.97,1.11,1.36,2.06,2,17.33,0.552,0.525,6.06,15.44,10.83,11.31,1.88,3.61,153.48,-2.01,114.9,103.4,2
SF,198cm,100kg,19,NCAA,34,11.12,0.431,3,0.294,6.38,0.654,5.35,1.97,0.79,0.65,3.18,3.09,14.65,0.518,0.471,4.48,16.48,10.78,17.92,1.68,2.2,137.97,-6.53,98.3,96.1,3
PF,216cm,107kg,18,GLEAGUE,13,14.62,0.505,5.62,0.384,2.62,0.794,8.92,2.23,0.62,1.69,3.38,2.62,20.46,0.649,0.579,7.24,21.12,14.61,14.23,0.96,5.01,168.29,-3.72,114.1,106.8,4
SG,191cm,93kg,22,NCAA,82,9.93,0.45,2.17,0.354,4.45,0.693,5.12,5.82,2.19,0.4,2.95,3.34,12.78,0.531,0.488,3.9,14.85,9.21,21.7,4.14,1.35,149.67,1.72,103.7,94.9,5
G,193cm,100kg,23,NCAA,117,13.24,0.448,6.77,0.39,3.41,0.836,5.01,1.92,1.27,0.29,1.96,2.16,17.36,0.584,0.548,5.61,11.49,8.63,12.68,2.32,0.94,167.39,-2.68,115.7,99.5,6
SG,193cm,98kg,19,NCAA,36,14.94,0.454,7.69,0.408,4.22,0.783,5.17,2.19,0.97,0.31,2.08,2.33,20,0.59,0.559,4.91,11.13,8.18,12.1,1.61,0.86,164.44,-2.52,120.5,101.2,7
PF,206cm,109kg,18,NCAA,34,9.97,0.531,1.76,0.35,3.82,0.685,5.38,0.76,0.94,1.62,4.06,2.03,13.82,0.586,0.562,9.78,11.65,10.7,14.69,1.94,5.84,156.56,-5.43,112.2,101,8
C,213cm,109kg,20,NCAA,70,7.73,0.658,0.01,0,5.16,0.607,7.96,1.33,0.47,1.7,2.36,1.84,13.3,0.653,0.658,13.64,21.32,17.82,15.33,1.08,6.44,126.47,-3.68,123.9,92.7,9
C,213cm,100kg,19,INTERNATIONAL,0,3.5,0.238,1.17,0.143,2,0.833,4,0.83,0.33,0.67,1.83,1.33,3.5,0.4,0.262,8.82,21.03,14.98,23.34,1.18,4.88,121.43,-5.17,83,97.8,10
PF,211cm,109kg,20,NCAA,32,8.22,0.632,0.19,0.357,4.24,0.729,9.38,1.31,0.53,0.58,2.96,2.05,13.54,0.662,0.636,12.47,26.44,20.18,16.72,1.18,2.2,171.8,-4.49,124.1,90.1,11
F,201cm,99kg,22,NCAA,42,7.88,0.46,2.68,0.376,2.75,0.718,4.24,1.12,0.94,0.49,2.1,1.71,10.24,0.557,0.524,9.17,15.25,12.25,15.71,2.84,2.64,155.42,-4.88,109.8,97.8,12
C,218cm,125kg,18,GLEAGUE,30,11.91,0.511,0.21,0.429,1.73,0.772,8.58,0.7,0.48,2.21,3.09,2.06,13.61,0.537,0.515,8.86,21.76,15.25,13.99,0.75,6.56,171.2,-5.18,101,106.2,13
F,196cm,99kg,22,NCAA,117,9.08,0.443,4.51,0.408,1.98,0.779,5.94,4.44,0.92,0.28,2.1,2.2,11.42,0.57,0.544,4.63,18.59,11.97,18.01,1.94,1.08,162.99,2.69,114.8,94.9,14
F,206cm,97kg,20,GLEAGUE,0,14,0.429,5,0.2,7,0.571,11,1,0,2,5,4,17,0.498,0.464,13.19,28.96,21.84,18.98,0,5.06,120,-10.79,93.7,102.5,15
PF,203cm,118kg,20,GLEAGUE,15,14.12,0.496,5.88,0.37,4.47,0.816,7.88,2.47,1.12,1.41,3.24,3.18,19.82,0.616,0.573,7.64,17.87,12.68,16.49,1.61,3.53,168.16,-4.64,112.6,105.2,16
G,193cm,100kg,20,NCAA,54,8,0.432,2.93,0.422,4.41,0.8,4.07,4.79,1.32,0.22,2.51,2.32,11.68,0.578,0.509,1.87,12.96,7.88,18.71,2.7,0.76,165.41,3,115.1,97,17
PF,208cm,109kg,19,NCAA,33,13.18,0.446,3.15,0.288,5.79,0.749,9.73,1.79,0.85,1.48,2.55,2.36,17,0.534,0.48,7.76,24.13,16.45,12.92,1.4,4.38,148.31,-3.35,106.3,97.4,18
SG,193cm,89kg,19,NCAA,33,11.56,0.471,4.18,0.387,3.76,0.812,5.29,1.5,0.94,0.18,2.21,1.74,15.56,0.583,0.541,4.99,15.13,10.11,11.51,1.76,0.65,167.06,-2.38,117.5,104,19
G,198cm,93kg,21,NCAA,70,8.18,0.434,3.24,0.401,2.57,0.77,3.53,2.67,0.94,0.21,1.47,1.32,10.39,0.552,0.514,1.81,14.58,8.3,12.31,2.24,0.89,160.52,1.83,113.9,98.9,20
GF,196cm,95kg,21,NCAA,100,12.57,0.457,3.81,0.312,4.89,0.628,6.65,3.6,1.42,0.77,2.47,2.46,15.74,0.528,0.504,4.35,16.24,10.43,14.15,2.35,2.34,139.59,-0.15,106.3,98,21
SF,198cm,93kg,20,NCAA,37,11.14,0.369,6.05,0.353,4.24,0.72,4.27,2.08,1.16,0.27,2.46,2.14,13.41,0.51,0.465,1.68,12.06,6.92,13.97,2.08,0.92,144.14,-2.33,102.6,101.3,22
C,211cm,115kg,19,GLEAGUE,11,11,0.576,0.06,0,4.72,0.776,9.39,1.39,0.61,1.17,2.61,2.28,16.33,0.624,0.576,11.53,28.35,20.05,14.83,1.17,4.08,135.22,-5.43,115.5,102.4,23
F,201cm,95kg,21,GLEAGUE,13,14.62,0.442,5.85,0.303,2.46,0.75,5.62,2.92,1.23,0.46,3.08,3.15,17.38,0.554,0.503,1.04,16.67,9.13,16.73,1.78,1.15,149.47,-3.68,94,109.9,24
PF,208cm,104kg,21,NCAA,80,8.4,0.574,0.01,0,2.75,0.708,6.99,0.9,0.75,1.1,2.49,1.26,11.59,0.597,0.574,11.2,24.82,18.13,11.52,2.04,5.5,128.2,-3.03,120.2,92,25
SG,201cm,95kg,18,GLEAGUE,9,15.56,0.35,8,0.194,3.78,0.794,5.11,3.22,1.33,0.56,2,2.11,15.44,0.449,0.4,2.69,13.68,8,10.92,1.98,1.3,133.86,0.11,91.5,107.2,26
F,206cm,104kg,22,NCAA,61,11.75,0.551,0.25,0.176,4.99,0.711,9.66,1.5,0.91,2,2.65,1.93,16.53,0.585,0.553,13.52,21.12,17.48,12.01,1.72,6.21,143.81,-2.95,121,88.4,27
C,211cm,107kg,20,NCAA,18,5.28,0.516,0.06,0,1.72,0.661,3.14,0.31,0.25,1.64,3,0.92,6.58,0.54,0.516,7.24,14.59,11.1,13.07,0.93,10.33,117.71,-4.61,108,95.7,28
SG,196cm,82kg,19,NCAA,34,14.29,0.416,3.47,0.288,4.88,0.663,5.97,4.47,1.82,0.29,2.65,3.24,16.12,0.485,0.451,4.11,13.72,8.84,16.3,2.8,0.79,136.64,-0.68,99.9,100.8,29
PF,213cm,111kg,20,NCAA,95,9.05,0.566,0.08,0.125,5.29,0.565,6.37,0.73,0.37,1.69,3.04,1.99,13.24,0.573,0.566,9.61,16.67,13.42,14.68,0.84,6.37,125.57,-5.68,107.2,96.8,30
PF,206cm,108kg,19,NCAA,16,5.69,0.598,0,0,1.09,0.605,5.46,0.74,0.26,1.83,2.29,0.86,7.46,0.601,0.598,13.56,19.05,16.53,12.14,0.83,10.16,120.33,-2.02,121.4,90,31
C,213cm,109kg,19,GLEAGUE,28,13.54,0.599,0.61,0.294,2.79,0.846,9.39,1.43,0.29,1.61,2.71,2.75,18.75,0.635,0.606,10.03,23.47,16.92,15.7,0.44,4.44,173.92,-5.79,115.2,110,32
PF,203cm,99kg,19,NCAA,1,2.15,0.569,0,0,1,0.556,2.52,0.04,0.26,0.85,1.41,0.63,3,0.572,0.569,10.43,26.81,19.25,19.36,2.01,11.78,112.45,-8.15,101.6,85,33
PG,178cm,68kg,20,NCAA,35,8.43,0.427,3.29,0.371,3.43,0.846,2.39,5.29,1.22,0.08,1.67,1.49,11.32,0.563,0.499,1.97,6.82,4.54,12.87,2.45,0.28,164.42,6.93,127.2,95.9,34
SF,206cm,93kg,20,INTERNATIONAL,34,11.29,0.424,4.11,0.333,4.24,0.776,6.34,2.47,1.53,0.68,3.03,2.32,14.24,0.541,0.485,7.78,18.72,12.92,14.97,2.72,2.29,153.4,-2.21,108.7,103.4,35
SG,196cm,104kg,23,NCAA,109,10.29,0.43,3.73,0.365,3.54,0.876,4.15,2.46,0.86,0.23,1.84,1.52,13.3,0.556,0.496,2.63,14.17,8.65,11.28,1.86,0.92,167,0.44,114.9,92.2,36
C,206cm,113kg,19,NCAA,55,4.45,0.619,0.02,0,1.3,0.547,6.41,1.06,0.76,1.58,2.65,1.65,6.23,0.614,0.619,12.91,21.44,17.15,24.56,2.19,8.46,116.56,-4.6,109.1,85.5,37
G,201cm,84kg,20,NCAA,48,9.57,0.439,5.25,0.367,2.49,0.753,4.2,3.29,1.98,0.35,1.88,1.92,12.2,0.567,0.539,3.32,10.83,7.19,15.17,3.59,1.1,155.86,0.83,111.3,96.4,38
PG,193cm,82kg,22,INTERNATIONAL,5,5.26,0.42,1.34,0.269,1.43,0.735,1.19,1.93,0.83,0.02,1.78,0.91,5.83,0.495,0.454,4,6.66,5.32,13.43,3.24,0.12,142.38,2.71,107.7,113.7,39
C,211cm,116kg,19,NCAA,22,8.4,0.568,0,0,3.83,0.761,5.37,0.43,0.51,1.6,2.26,1.51,12.46,0.61,0.568,12.99,15.1,14.16,12.91,1.36,7.32,132.92,-5.64,118.8,97.2,40
C,211cm,109kg,19,NCAA,24,8.23,0.477,0.65,0.294,3.88,0.624,8.73,0.85,0.54,1.96,3.04,2.08,10.46,0.519,0.488,8.85,27,17.93,17.09,1.12,7.38,139.45,-5.49,98.7,91.5,41
SG,193cm,97kg,21,NCAA,51,13.57,0.375,5.82,0.359,4.62,0.757,3.7,4.48,1.25,1.12,2.34,3.43,15.77,0.5,0.452,2.57,10.5,6.58,17.86,2.36,3.74,149.07,-1.4,100.6,98.1,42
C,216cm,95kg,20,GLEAGUE,26,8.48,0.513,3.68,0.342,2.48,0.506,6.97,1.35,0.61,2.26,3,2.13,11.23,0.586,0.587,8.63,20.5,14.63,18.19,1.08,7.43,136.19,-4.57,107.4,108,43
G,196cm,89kg,19,INTERNATIONAL,18,7.62,0.463,3.09,0.404,3.25,0.779,3.62,2,1.19,0.53,3.06,2.38,10.84,0.599,0.545,3.79,15.24,9.53,20.78,2.84,2.04,164.6,-4.54,105,103.8,44
G,185cm,91kg,21,NCAA,88,8.62,0.467,3.39,0.381,2.99,0.782,3.13,3.25,1.11,0.22,1.91,1.65,11.69,0.582,0.542,3.56,8.28,6.04,14.12,2.19,0.74,163.09,1.72,118.8,108.3,45
C,213cm,113kg,23,NCAA,95,8.63,0.538,0.17,0.261,3.96,0.69,7.05,0.79,0.38,2.6,2.46,2.05,12.07,0.574,0.541,11.34,21.23,16.39,16.34,0.94,11.13,148.93,-6.35,108.7,92.5,46
SF,203cm,96kg,22,NCAA,115,7.68,0.445,3.88,0.362,2.56,0.759,4.78,1.11,0.87,0.79,1.93,1.44,10.18,0.572,0.536,4.95,14,9.8,13.93,1.87,3.01,156.6,-2.52,112.7,97,47
F,203cm,103kg,22,GLEAGUE,5,13.4,0.403,4.6,0.348,4.6,0.87,8.4,2.8,0.4,1.2,3.2,3.8,16.4,0.532,0.463,7.12,18.3,12.63,19.77,0.53,2.41,162.04,-5.47,100.2,103.6,48
SF,198cm,91kg,24,NCAA,61,7.56,0.454,3.45,0.387,2.63,0.639,3.17,2.63,1.3,0.27,2.16,1.63,9.89,0.561,0.543,3.78,10.32,7.05,15.61,3.13,1.22,148.03,0.5,112.3,98.1,49
F,201cm,107kg,23,NCAA,126,12.3,0.5,3.64,0.375,3.25,0.763,5.17,3.05,0.67,0.49,3.06,2.3,16.14,0.583,0.556,4.62,14.26,9.68,14.27,1.26,1.62,163.82,-0.86,113.3,102.2,50
F,206cm,107kg,21,NCAA,57,10.22,0.455,2.72,0.324,4.78,0.761,6.29,0.88,0.57,0.7,2.7,1.55,13.83,0.554,0.499,10.06,15.81,12.88,11.05,1.19,2.74,154.04,-3.42,113.8,100.1,51
FC,206cm,107kg,22,NCAA,91,7.16,0.528,0.75,0.371,5.01,0.713,10.09,0.72,0.55,1.38,2.34,2,11.42,0.598,0.548,14.49,27.09,21.28,17.33,1.17,4.55,161.23,-5.37,115.7,93.3,52
C,211cm,100kg,20,GLEAGUE,3,15.67,0.383,6.67,0.15,3.33,0.6,14.33,3.67,0,1.67,3,3.33,16.33,0.477,0.415,9.87,33.76,21.6,16.29,0,4.06,113.3,-2.7,92.9,112.9,53
PG,175cm,80kg,21,NCAA,101,12.87,0.426,4.11,0.345,6.19,0.822,4.32,7.8,1.62,0.19,2.84,3.47,17.48,0.553,0.481,2.11,11.84,6.94,17.98,2.58,0.57,159.31,4.64,113.8,108.2,54
G,183cm,74kg,22,NCAA,139,10.43,0.407,5.66,0.375,2.91,0.844,2.83,4.27,1.43,0.25,1.72,1.94,13.08,0.553,0.509,1.33,8.07,4.75,14.12,2.53,0.8,162.62,2.67,116.8,101.4,55
SG,201cm,88kg,20,NCAA,71,10.94,0.384,3.89,0.337,2.59,0.772,8.28,4.2,1,0.39,2.14,2.34,11.7,0.481,0.443,3.9,25.54,15.38,16.11,1.97,1.41,149.22,1.52,101,90.1,56
C,213cm,114kg,22,INTERNATIONAL,6,9.12,0.493,0.25,0,3.38,0.667,6.75,1.25,0,0.5,2.75,1.88,11.25,0.53,0.493,14.41,21.7,18.13,15.02,0,1.87,115.98,-4.69,111.7,121.8,57
SF,198cm,102kg,22,NCAA,80,9.45,0.391,3.59,0.305,2.51,0.731,4.29,1.09,0.81,0.61,2.45,2.28,10.32,0.484,0.448,4.25,16,10.18,17.65,1.98,2.8,142.67,-6.4,90.6,101.3,58
G,193cm,87kg,22,NCAA,119,8.48,0.408,3.15,0.407,2.07,0.711,3.86,2.66,1.15,0.26,2.01,1.85,9.68,0.511,0.484,3.37,11.66,7.64,16.38,2.39,0.99,152.66,-0.27,103.5,99.5,59
G,196cm,90kg,22,NCAA,115,10.98,0.415,3.13,0.292,4.16,0.613,5.22,3.38,1.08,0.43,2.54,2.16,12.58,0.486,0.457,3.76,14.55,9.37,14.31,2.05,1.31,132,0.29,100.1,98.8,60
G,183cm,82kg,23,NCAA,137,10.77,0.432,4.97,0.399,3.87,0.83,3.2,4.62,0.83,0.07,1.69,2.28,14.5,0.575,0.524,2.09,8.92,5.69,15.3,1.49,0.2,166.15,2.42,121,103.4,61
G,191cm,88kg,23,NCAA,61,12,0.485,2.57,0.302,3.51,0.652,7.65,4.11,2.78,0.84,2.68,2.11,14.71,0.538,0.518,7.32,18.18,12.68,13.38,4.7,3,143.95,1.85,111.6,93,61
G,183cm,88kg,22,NCAA,103,7.7,0.426,2.59,0.386,3.28,0.805,3.31,4.52,1.6,0.09,1.52,1.47,10.21,0.551,0.491,2.82,11.69,7.25,13.69,3.71,0.42,161.78,6.01,121.3,90.8,61
G,191cm,88kg,22,NCAA,140,8.53,0.397,5.06,0.358,3.2,0.8,2.31,3.72,1.17,0.03,1.96,1.76,11.14,0.554,0.503,1.19,7.13,4.29,14.88,2.2,0.1,155.5,2.26,114.3,98.8,61
G,193cm,84kg,22,NCAA,120,6.13,0.455,1.96,0.34,2.5,0.685,3.74,4.74,2.01,0.43,2.5,2.53,7.96,0.543,0.509,3.13,11.99,7.62,25.65,4.33,1.85,147.94,2.28,103.5,92.4,61
G,191cm,88kg,22,NCAA,133,8.69,0.444,1.15,0.216,4.92,0.645,4.55,3.47,1.83,0.37,2.32,2.29,11.14,0.505,0.458,3.48,13.41,8.48,17.22,3.6,1.41,130.47,0.06,101.6,94.7,61
F,206cm,107kg,22,NCAA,62,5.77,0.551,0.86,0.302,2.93,0.686,5.33,0.46,0.39,0.68,2.7,1.33,8.62,0.602,0.574,9.62,17.1,13.55,15.67,1.06,3.07,153.91,-4.65,116.9,96.3,61
G,196cm,98kg,22,NCAA,129,10.11,0.433,2.85,0.329,4.81,0.749,4.46,2.21,0.93,0.22,2.36,1.7,13.29,0.536,0.479,5.65,11.06,8.32,12.06,1.84,0.74,151.07,-0.75,113.1,102.2,61
G,185cm,77kg,22,NCAA,60,7.11,0.392,1.82,0.216,2.01,0.651,2.21,2.93,1.31,0.04,2.04,2.43,7.28,0.451,0.42,2.25,8.83,5.55,23.13,3.34,0.2,125.94,-2.04,86.4,102.8,61
GF,198cm,91kg,23,NCAA,48,10.7,0.428,2.72,0.301,4.72,0.739,5.27,1.62,0.97,0.3,1.9,2.33,13.47,0.52,0.467,7.06,15.53,11.23,15.28,2.17,1.29,146.75,-4.74,103.2,97,61
C,208cm,111kg,22,NCAA,61,4.15,0.567,0.09,0.167,1.79,0.713,4.67,0.78,0.39,1.06,2.09,0.71,6,0.6,0.569,12.92,19.76,16.52,12.43,1.46,7.22,144.64,-1.21,124.4,92.3,61
G,193cm,88kg,22,NCAA,86,6.09,0.457,1.25,0.266,3.02,0.703,3.9,2.51,0.77,0.23,2.37,1.75,8.02,0.533,0.484,4.45,13.05,8.81,18.91,1.78,0.99,142.6,-0.32,104.5,105.6,61
C,208cm,118kg,22,NCAA,28,2.1,0.555,0.01,0,1.47,0.432,3.37,0.1,0.27,1.57,2.53,0.78,2.96,0.53,0.555,11.87,16.67,14.31,21.76,1.26,12.73,98.69,-5.47,98.4,93.1,61
F,211cm,109kg,22,NCAA,111,4.77,0.601,0.03,0,2.35,0.619,6.59,1.31,0.77,1.29,2.34,1.56,7.18,0.611,0.601,11.89,23.62,18.01,20.97,2.13,6.72,122.05,-3.18,113.7,88.5,61
C,213cm,118kg,21,NCAA,48,5.43,0.531,0.14,0.316,1.47,0.704,4.04,0.37,0.22,0.73,1.86,0.77,6.85,0.559,0.535,13.3,18.09,15.79,11.14,0.91,5.56,155.16,-3.55,113.6,90.3,61
PF,203cm,118kg,22,NCAA,131,10.99,0.596,0,0,4.56,0.592,9.44,1.62,0.78,2.04,2.05,1.36,15.79,0.601,0.596,13.13,21.97,17.57,9.39,1.55,7.85,118.8,-0.94,125.4,89.1,61
F,208cm,108kg,22,NCAA,85,6.98,0.567,0.01,0,3.31,0.613,6.42,0.62,0.54,0.68,2.18,1.52,9.95,0.582,0.567,13.34,22.72,18.27,15.05,1.59,3.31,118.03,-5.43,112.3,100.3,61
F,206cm,98kg,22,NCAA,129,8.97,0.423,5.78,0.393,2.42,0.761,5.05,1.38,1.11,0.4,2.82,1.71,11.71,0.578,0.55,4.29,15.3,10.02,14.43,2.23,1.26,157.69,-2.66,110.9,103.7,61
F,198cm,93kg,23,NCAA,75,8,0.506,0.89,0.292,4.51,0.733,4.71,1.5,1.05,0.32,2.88,1.75,11.66,0.575,0.522,7.87,13.63,10.85,14.72,2.26,1.54,153.05,-2.85,115.8,101.8,61
C,211cm,116kg,22,NCAA,32,4.28,0.457,0.02,0,3.42,0.536,5.31,0.28,0.42,1.18,2.8,1.62,5.74,0.486,0.457,12.79,19.37,16.17,21.5,1.38,7.05,99.29,-8,91.1,100.5,61
G,193cm,93kg,23,NCAA,109,10.87,0.41,5.79,0.385,4.01,0.84,2.93,1.29,0.62,0.12,1.43,1.52,14.52,0.568,0.513,1.86,9.19,5.49,10.65,1.18,0.41,163.56,-2.11,115.8,103.2,61
PF,201cm,100kg,22,NCAA,109,8.93,0.508,0.9,0.431,4,0.757,5.79,1.03,0.62,0.5,1.86,1.21,12.49,0.576,0.53,8.88,16.91,13.22,10.04,1.47,2.1,169.55,-2.06,120.2,96.1,61
G,193cm,88kg,22,NCAA,109,9.91,0.459,2.79,0.281,5.95,0.725,3.69,3.58,1.54,0.35,1.48,2.26,14.2,0.557,0.499,2.82,11.53,7.13,15.05,3.12,1.25,146.54,0.44,112,93.8,61
F,211cm,107kg,22,NCAA,49,6.56,0.507,2.06,0.36,3.54,0.754,4.46,0.79,0.48,0.94,2.68,1.28,10.07,0.611,0.564,9.17,18.55,14.01,13.46,1.53,5.61,162.13,-4.03,119.5,92.8,61
F,203cm,100kg,22,NCAA,67,7.57,0.463,3.51,0.364,2.34,0.84,4.72,0.64,0.42,0.7,2.36,1.07,10.25,0.591,0.548,7.73,14.53,11.21,10.93,1.07,3.22,166.73,-2.71,117.6,99.6,61
G,193cm,93kg,22,NCAA,112,9.83,0.431,2.09,0.278,3.64,0.631,3.73,3.78,0.79,0.13,2.03,2.17,11.36,0.491,0.461,3.25,10.43,6.86,15.81,1.49,0.43,134.03,1.09,100.7,107.5,61
FC,208cm,113kg,22,NCAA,90,4.47,0.524,0,0,1.79,0.629,4.73,0.51,0.2,1.65,2.44,1.15,5.81,0.546,0.524,10.77,16.2,13.53,17.76,0.64,8.75,115.33,-4.25,105.8,95.7,61
PF,206cm,104kg,22,NCAA,52,3.8,0.485,0.01,0,1.73,0.457,5.97,0.82,0.79,3.38,2.73,1.18,4.47,0.484,0.485,9.72,16.68,13.24,20.33,1.92,14.49,94.21,-2.54,97.8,91.4,61
FC,206cm,95kg,21,NCAA,55,8.64,0.501,0.04,1,4.24,0.803,8.45,1.29,0.47,0.8,3.04,2.02,12.09,0.568,0.503,-,-,-,15.93,-,-,230.36,-,-,-,61
G,191cm,98kg,23,NCAA,97,10.91,0.423,5.32,0.362,4.35,0.83,3.95,2.96,1.27,0.17,1.83,1.65,14.76,0.569,0.511,3.46,10.82,7.28,11.31,2.37,0.6,161.5,1.01,118.1,100.9,61
